path	baseline_line	disposition	destination	evidence
api/tests/Modules/Identity/Wallow.Identity.Tests/Api/Controllers/TokenControllerTests.cs	144	rewrite		Read all tests using authorization-code fixture and destination assertions; no refresh grant is invoked, returned principal metadata is not serialized-token delivery, and SID policy is project-specific.
api/tests/Modules/Identity/Wallow.Identity.Tests/Api/Controllers/TokenControllerTests.cs	155	rewrite		Read all tests using authorization-code fixture and destination assertions; no refresh grant is invoked, returned principal metadata is not serialized-token delivery, and SID policy is project-specific.
api/tests/Modules/Identity/Wallow.Identity.Tests/Api/Controllers/UsersControllerGlobalAdminTests.cs	15	rewrite		Read reserved-name theories and negative service calls; first-run bootstrap also provisions global admins, so seed-only claim was false.
api/tests/Modules/Identity/Wallow.Identity.Tests/Api/Userinfo/UserinfoClaimsTests.cs	9	rewrite		Read principal scopes and projected dictionary assertions with UserinfoClaims; keep the projection contract without implying transport authorization is tested.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Commands/BootstrapAdminCommandTests.cs	12	rewrite		Read default empty organization stub, creator ID, call order and existing-name enrollment assertions; remove history and claims that membership is the only possible administrative authority.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Commands/BootstrapAdminCommandTests.cs	28	rewrite		Read default empty organization stub, creator ID, call order and existing-name enrollment assertions; remove history and claims that membership is the only possible administrative authority.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Commands/BootstrapAdminCommandTests.cs	98	rewrite		Read default empty organization stub, creator ID, call order and existing-name enrollment assertions; remove history and claims that membership is the only possible administrative authority.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Commands/BootstrapAdminCommandTests.cs	99	rewrite		Read default empty organization stub, creator ID, call order and existing-name enrollment assertions; remove history and claims that membership is the only possible administrative authority.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Commands/BootstrapAdminCommandTests.cs	145	rewrite		Read default empty organization stub, creator ID, call order and existing-name enrollment assertions; remove history and claims that membership is the only possible administrative authority.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Commands/BootstrapAdminCommandTests.cs	146	rewrite		Read default empty organization stub, creator ID, call order and existing-name enrollment assertions; remove history and claims that membership is the only possible administrative authority.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Commands/BootstrapAdminCommandTests.cs	269	rewrite		Read default empty organization stub, creator ID, call order and existing-name enrollment assertions; remove history and claims that membership is the only possible administrative authority.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Commands/BootstrapAdminCommandTests.cs	294	remove		Read default empty organization stub, creator ID, call order and existing-name enrollment assertions; remove history and claims that membership is the only possible administrative authority.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Commands/BootstrapAdminCommandTests.cs	295	remove		Read default empty organization stub, creator ID, call order and existing-name enrollment assertions; remove history and claims that membership is the only possible administrative authority.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	16	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	30	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	33	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	46	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	59	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	62	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	73	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	87	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	90	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	103	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	110	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	113	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	121	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	129	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Application/Queries/GetApiScopesQueryTests.cs	132	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Contracts/EmailChangeEventTests.cs	6	rewrite		Read nested public test classes; retain CA1034 scope and explain their test grouping role.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	12	rewrite		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	20	rewrite		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	29	remove		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	30	remove		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	65	rewrite		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	66	rewrite		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	85	remove		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	89	remove		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	101	rewrite		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	102	rewrite		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	130	remove		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	131	remove		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	159	remove		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Dcr/DcrFlowTests.cs	187	remove		Read middleware-only claims/usage-buffer tests; no registration or metadata creation occurs here, and user clients without roles can still receive scope permissions. Remove contradictory summary and assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	11	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	17	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	20	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	31	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	34	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	42	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	45	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	53	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	56	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	64	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	67	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	75	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	78	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	86	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	89	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	97	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/ApiScopeTests.cs	100	remove		Read scope creation/validation or query repository/mapping assertions; every comment is redundant Arrange/Act/Assert narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/MembershipTests.cs	9	rewrite		Read pending/active membership fixtures and role state assertions against the domain entity; avoid presenting entity tests as end-to-end cross-organization authorization proof.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/OrganizationSettingsTests.cs	155	rewrite		Read blank-address normalization assertion and recipient resolver; whitespace is not itself proof of an attempted send.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/OrganizationSettingsTests.cs	156	rewrite		Read blank-address normalization assertion and recipient resolver; whitespace is not itself proof of an attempted send.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/OrganizationTests.cs	32	rewrite		Read ID equivalence/freshness and platform suspension assertions; remove only-mint-point claim while retaining independent suspension-state reason.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/OrganizationTests.cs	33	rewrite		Read ID equivalence/freshness and platform suspension assertions; remove only-mint-point claim while retaining independent suspension-state reason.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/OrganizationTests.cs	45	rewrite		Read ID equivalence/freshness and platform suspension assertions; remove only-mint-point claim while retaining independent suspension-state reason.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/OrganizationTests.cs	46	rewrite		Read ID equivalence/freshness and platform suspension assertions; remove only-mint-point claim while retaining independent suspension-state reason.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/OrganizationTests.cs	265	keep		Read ID equivalence/freshness and platform suspension assertions; remove only-mint-point claim while retaining independent suspension-state reason.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/RegisteredClientTests.cs	35	rewrite		Read independent platform flag and client status transitions; clarify that this is the client status managed by its organization, not organization suspension itself.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/RegisteredClientTests.cs	93	rewrite		Read independent platform flag and client status transitions; clarify that this is the client status managed by its organization, not organization suspension itself.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/RegisteredClientTests.cs	94	rewrite		Read independent platform flag and client status transitions; clarify that this is the client status managed by its organization, not organization suspension itself.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/WallowUserEmailChangeTests.cs	75	remove		Read clear/set/clear/clear assertions; remove narration already evident from idempotence test sequence.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/WallowUserEmailChangeTests.cs	80	remove		Read clear/set/clear/clear assertions; remove narration already evident from idempotence test sequence.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/WallowUserEmailChangeTests.cs	89	remove		Read clear/set/clear/clear assertions; remove narration already evident from idempotence test sequence.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/WallowUserMfaLockoutTests.cs	78	remove		Read failed-attempt loops, fake-time advance and exponential duration/reset assertions; remove repeated operation labels.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/WallowUserMfaLockoutTests.cs	87	remove		Read failed-attempt loops, fake-time advance and exponential duration/reset assertions; remove repeated operation labels.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/WallowUserMfaLockoutTests.cs	91	remove		Read failed-attempt loops, fake-time advance and exponential duration/reset assertions; remove repeated operation labels.
api/tests/Modules/Identity/Wallow.Identity.Tests/Domain/WallowUserMfaLockoutTests.cs	110	remove		Read failed-attempt loops, fake-time advance and exponential duration/reset assertions; remove repeated operation labels.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/AccessRequestRecipientResolverTests.cs	12	rewrite		Read recipient fixtures and resolver query behavior; database failures can propagate, so remove never-fails claim.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/AccessRevokerTests.cs	1	rewrite		Read client/authorization paths, sid exclusions and duplicate-token mock verification; retain overlapping enumeration dedup rationale and directive scope.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/AccessRevokerTests.cs	14	rewrite		Read client/authorization paths, sid exclusions and duplicate-token mock verification; retain overlapping enumeration dedup rationale and directive scope.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/AccessRevokerTests.cs	122	rewrite		Read client/authorization paths, sid exclusions and duplicate-token mock verification; retain overlapping enumeration dedup rationale and directive scope.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/AccessRevokerTests.cs	123	rewrite		Read client/authorization paths, sid exclusions and duplicate-token mock verification; retain overlapping enumeration dedup rationale and directive scope.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/AccessRevokerTests.cs	187	keep		Read client/authorization paths, sid exclusions and duplicate-token mock verification; retain overlapping enumeration dedup rationale and directive scope.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/AdminBootstrapOptionsTests.cs	39	rewrite		Read empty OrganizationName configuration test with bootstrap handler; retain owner setup purpose without unlimited no-role/gate claims.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/AdminBootstrapOptionsTests.cs	40	rewrite		Read empty OrganizationName configuration test with bootstrap handler; retain owner setup purpose without unlimited no-role/gate claims.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/ApiScopeSeederGapTests.cs	47	remove		Read partial seed fixtures and duplicate/total count assertions; remove setup/assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/ApiScopeSeederGapTests.cs	60	remove		Read partial seed fixtures and duplicate/total count assertions; remove setup/assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/ApiScopeSeederGapTests.cs	70	remove		Read partial seed fixtures and duplicate/total count assertions; remove setup/assertion narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/ApiScopeSeederTests.cs	51	remove		Read twice-seeded counts and NotThrow assertion; the latter does not assert debug logging, so remove that claim.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/ApiScopeSeederTests.cs	67	remove		Read twice-seeded counts and NotThrow assertion; the latter does not assert debug logging, so remove that claim.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/ApiScopeSeederTests.cs	70	remove		Read twice-seeded counts and NotThrow assertion; the latter does not assert debug logging, so remove that claim.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/AuthAuditEventHandlersTests.cs	95	rewrite		Read transition theory cases and captured audit field predicates; prefix matching alone cannot select a particular membership, so remove query claim.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/AuthAuditEventHandlersTests.cs	140	rewrite		Read transition theory cases and captured audit field predicates; prefix matching alone cannot select a particular membership, so remove query claim.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/AuthorizeContextServiceTests.cs	1	rewrite		Read OpenIddict manager substitutes and context fixture; retain CA2012 scope with a precise mocking reason.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/BackchannelLogoutNotifierTests.cs	32	rewrite		Read notifier/handler ownership, scripted retries and JWT assertions; notifier does not dispose HttpClient. Correct nonce direction using OIDC Back-Channel Logout 1.0 section 2.4 and avoid claiming every 4xx can never succeed on retry or audience is a pairwise identifier.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/BackchannelLogoutNotifierTests.cs	49	rewrite		Read notifier/handler ownership, scripted retries and JWT assertions; notifier does not dispose HttpClient. Correct nonce direction using OIDC Back-Channel Logout 1.0 section 2.4 and avoid claiming every 4xx can never succeed on retry or audience is a pairwise identifier.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/BackchannelLogoutNotifierTests.cs	50	rewrite		Read notifier/handler ownership, scripted retries and JWT assertions; notifier does not dispose HttpClient. Correct nonce direction using OIDC Back-Channel Logout 1.0 section 2.4 and avoid claiming every 4xx can never succeed on retry or audience is a pairwise identifier.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/BackchannelLogoutNotifierTests.cs	96	rewrite		Read notifier/handler ownership, scripted retries and JWT assertions; notifier does not dispose HttpClient. Correct nonce direction using OIDC Back-Channel Logout 1.0 section 2.4 and avoid claiming every 4xx can never succeed on retry or audience is a pairwise identifier.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/BackchannelLogoutNotifierTests.cs	97	rewrite		Read notifier/handler ownership, scripted retries and JWT assertions; notifier does not dispose HttpClient. Correct nonce direction using OIDC Back-Channel Logout 1.0 section 2.4 and avoid claiming every 4xx can never succeed on retry or audience is a pairwise identifier.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/BackchannelLogoutNotifierTests.cs	135	rewrite		Read notifier/handler ownership, scripted retries and JWT assertions; notifier does not dispose HttpClient. Correct nonce direction using OIDC Back-Channel Logout 1.0 section 2.4 and avoid claiming every 4xx can never succeed on retry or audience is a pairwise identifier.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/BackchannelLogoutNotifierTests.cs	136	rewrite		Read notifier/handler ownership, scripted retries and JWT assertions; notifier does not dispose HttpClient. Correct nonce direction using OIDC Back-Channel Logout 1.0 section 2.4 and avoid claiming every 4xx can never succeed on retry or audience is a pairwise identifier.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/BackchannelLogoutNotifierTests.cs	149	rewrite		Read notifier/handler ownership, scripted retries and JWT assertions; notifier does not dispose HttpClient. Correct nonce direction using OIDC Back-Channel Logout 1.0 section 2.4 and avoid claiming every 4xx can never succeed on retry or audience is a pairwise identifier.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/BackchannelLogoutNotifierTests.cs	193	rewrite		Read notifier/handler ownership, scripted retries and JWT assertions; notifier does not dispose HttpClient. Correct nonce direction using OIDC Back-Channel Logout 1.0 section 2.4 and avoid claiming every 4xx can never succeed on retry or audience is a pairwise identifier.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/BackchannelLogoutNotifierTests.cs	253	rewrite		Read notifier/handler ownership, scripted retries and JWT assertions; notifier does not dispose HttpClient. Correct nonce direction using OIDC Back-Channel Logout 1.0 section 2.4 and avoid claiming every 4xx can never succeed on retry or audience is a pairwise identifier.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/ClientBrandingUpdatedHandlerTests.cs	34	rewrite		Read current-name stub and absent-row update exclusions; no concurrent delivery schedule is exercised, so remove unconditional convergence claim.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/ClientBrandingUpdatedHandlerTests.cs	79	rewrite		Read current-name stub and absent-row update exclusions; no concurrent delivery schedule is exercised, so remove unconditional convergence claim.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/ClientTenantResolverTests.cs	70	keep		Read empty descriptor PopulateAsync stub and Guid.Empty result; comment explains intentionally absent tenant property.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/CurrentUserServiceTests.cs	36	remove		Read default unauthenticated context and null-user assertion; remove repeated fixture narration.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/DefaultMemberRoleResolverTests.cs	13	rewrite		Read resolver fixtures and service already reviewed; explicit-role join paths do not all use this resolver, so remove whichever-join-path claim.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/DenialCooldownTests.cs	19	rewrite		Read fake-time denial/enrollment fixtures and single-row assertions; preserve cooldown/current-policy and row-reuse contracts without broad database-failure speculation.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/DenialCooldownTests.cs	111	rewrite		Read fake-time denial/enrollment fixtures and single-row assertions; preserve cooldown/current-policy and row-reuse contracts without broad database-failure speculation.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/DevelopmentIssuerOriginTests.cs	6	rewrite		Read real configuration resolver and reserved-port table; some entries describe deleted apps, so avoid asserting every listed port currently belongs to a live process or that this uniquely tests the setting.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/DevelopmentIssuerOriginTests.cs	29	rewrite		Read real configuration resolver and reserved-port table; some entries describe deleted apps, so avoid asserting every listed port currently belongs to a live process or that this uniquely tests the setting.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/FallbackAuthorizationPolicyTests.cs	8	rewrite		Read configured policy and returned requirements; remove stale pre-fix hardcoded-fallback claim and unbuildable-container rationale.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/FallbackAuthorizationPolicyTests.cs	29	rewrite		Read configured policy and returned requirements; remove stale pre-fix hardcoded-fallback claim and unbuildable-container rationale.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/GlobalAdminClaimTests.cs	6	rewrite		Read claim-name/value fixtures through ClaimsPrincipalExtensions; assignment policy and all call-site conventions are outside these tests.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/InvitationServiceTests.cs	42	rewrite		Read real membership/context setup, invitation substitute saves, identity/case/expiry checks and unresolved-tenant cleanup; keep setup reasons without treating InMemory as transaction proof or claiming a token is the entire invitation security perimeter.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/InvitationServiceTests.cs	43	rewrite		Read real membership/context setup, invitation substitute saves, identity/case/expiry checks and unresolved-tenant cleanup; keep setup reasons without treating InMemory as transaction proof or claiming a token is the entire invitation security perimeter.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/InvitationServiceTests.cs	44	rewrite		Read real membership/context setup, invitation substitute saves, identity/case/expiry checks and unresolved-tenant cleanup; keep setup reasons without treating InMemory as transaction proof or claiming a token is the entire invitation security perimeter.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/InvitationServiceTests.cs	48	rewrite		Read real membership/context setup, invitation substitute saves, identity/case/expiry checks and unresolved-tenant cleanup; keep setup reasons without treating InMemory as transaction proof or claiming a token is the entire invitation security perimeter.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/InvitationServiceTests.cs	49	rewrite		Read real membership/context setup, invitation substitute saves, identity/case/expiry checks and unresolved-tenant cleanup; keep setup reasons without treating InMemory as transaction proof or claiming a token is the entire invitation security perimeter.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/InvitationServiceTests.cs	56	rewrite		Read real membership/context setup, invitation substitute saves, identity/case/expiry checks and unresolved-tenant cleanup; keep setup reasons without treating InMemory as transaction proof or claiming a token is the entire invitation security perimeter.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/InvitationServiceTests.cs	141	rewrite		Read real membership/context setup, invitation substitute saves, identity/case/expiry checks and unresolved-tenant cleanup; keep setup reasons without treating InMemory as transaction proof or claiming a token is the entire invitation security perimeter.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/InvitationServiceTests.cs	172	rewrite		Read real membership/context setup, invitation substitute saves, identity/case/expiry checks and unresolved-tenant cleanup; keep setup reasons without treating InMemory as transaction proof or claiming a token is the entire invitation security perimeter.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/InvitationServiceTests.cs	188	rewrite		Read real membership/context setup, invitation substitute saves, identity/case/expiry checks and unresolved-tenant cleanup; keep setup reasons without treating InMemory as transaction proof or claiming a token is the entire invitation security perimeter.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/InvitationServiceTests.cs	207	rewrite		Read real membership/context setup, invitation substitute saves, identity/case/expiry checks and unresolved-tenant cleanup; keep setup reasons without treating InMemory as transaction proof or claiming a token is the entire invitation security perimeter.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/InvitationServiceTests.cs	277	rewrite		Read real membership/context setup, invitation substitute saves, identity/case/expiry checks and unresolved-tenant cleanup; keep setup reasons without treating InMemory as transaction proof or claiming a token is the entire invitation security perimeter.
api/tests/Modules/Identity/Wallow.Identity.Tests/Infrastructure/JobTests.cs	1	rewrite		Read OpenIddict pruning substitutes; preserve CA2012 scope.
